Product Title,Product URL,Image URL,Price,_id
Pokemon TCG - s6H - 006/070 (U) - Sawsbuck,https://okini.land/en/31074-pokemon-tcg-s6h-006-070-u-sawsbuck-the-pokémon-company.html,https://media.okini.land/112681-large_default/pokemon-tcg-s7r-061-067-u-spirit-mask.jpg,¥ 65,645194cbfcd985d4a2e0f4cc
Pokemon TCG - s4a - 066/190 (Kira) - Clefable,https://okini.land/en/32239-pokemon-tcg-s4a-066-190-kira-clefable-the-pokémon-company.html,https://media.okini.land/112681-large_default/pokemon-tcg-s7r-061-067-u-spirit-mask.jpg,¥ 51,645194cbfcd985d4a2e0f4cd
Pokemon TCG - s12a - 166/172 - Gapejaw Bog,https://okini.land/en/41717-pokemon-tcg-s12a-166-172-gapejaw-bog-the-pokémon-company.html,https://media.okini.land/112681-large_default/pokemon-tcg-s7r-061-067-u-spirit-mask.jpg,¥ 82,645194cbfcd985d4a2e0f4ce
Pokemon TCG - SV2P - 041/071 (U) - Sudowoodo,https://okini.land/en/48873-pokemon-tcg-sv2p-041-071-u-sudowoodo-the-pokémon-company.html,https://media.okini.land/112681-large_default/pokemon-tcg-s7r-061-067-u-spirit-mask.jpg,¥ 51,645194cbfcd985d4a2e0f4cf
Pokemon TCG - s2 - 040/096 (R) - Clefable,https://okini.land/en/30532-pokemon-tcg-s2-040-096-r-clefable-the-pokémon-company.html,https://media.okini.land/112681-large_default/pokemon-tcg-s7r-061-067-u-spirit-mask.jpg,¥ 104,645194cbfcd985d4a2e0f4d0
Pokemon TCG - s12a - 076/172 - Riolu,https://okini.land/en/41627-pokemon-tcg-s12a-076-172-riolu-the-pokémon-company.html,https://media.okini.land/112681-large_default/pokemon-tcg-s7r-061-067-u-spirit-mask.jpg,¥ 51,645194cbfcd985d4a2e0f4d1
Pokemon TCG - 005/PLAY - Minun,https://okini.land/en/29704-pokemon-tcg-005-play-minun-the-pokémon-company.html,https://media.okini.land/112681-large_default/pokemon-tcg-s7r-061-067-u-spirit-mask.jpg,"¥ 5,727",645194cbfcd985d4a2e0f4d2
Pokemon TCG - SM12a - 003/173 (Reverse) - Parasect,https://okini.land/en/43770-pokemon-tcg-sm12a-003-173-reverse-parasect-the-pokémon-company.html,https://media.okini.land/112681-large_default/pokemon-tcg-s7r-061-067-u-spirit-mask.jpg,¥ 104,645194cbfcd985d4a2e0f4d3
Pokemon TCG - s8b - 059/184 (Kira) - Morpeko V-UNION,https://okini.land/en/31664-pokemon-tcg-s8b-059-184-kira-morpeko-v-union-the-pokémon-company.html,https://media.okini.land/112681-large_default/pokemon-tcg-s7r-061-067-u-spirit-mask.jpg,¥ 65,645194cbfcd985d4a2e0f4d4
Pokemon TCG - (Rare Holo) - 034 Nidoking LV.48,https://okini.land/en/36022-pokemon-tcg-rare-holo-nidoking-lv-48-the-pokémon-company.html,https://media.okini.land/112681-large_default/pokemon-tcg-s7r-061-067-u-spirit-mask.jpg,"¥ 2,277",645194cbfcd985d4a2e0f4d5
